Id,COMM_CODE,Community_Name,Funded_services,HACC_services,Health_or_Human_services,Dental_sites,Primary_schools,Distance_Service,Number_of_households,Rank_funded,Rank_HACC,Rank_HH_services,Rank_dental,Rank_school,Rank_distance,Rank_household,DHS_Region,Area,Local_Government_Area,Population_density,Nearest_Health_Service,Residential,Business,Industrial,Rural,Other,Persons_per_household,People_In_non_private_dwellings,Public_rental_dwellings,Unemployed_persons,Persons_above_75_living_alone,Main_cultural_group_1_name,Main_cultural_group_1_percentage,Main_cultural_group_2_name,Main_cultural_group_2_percentage,Main_cultural_group_3_name,Main_cultural_group3_percentage
139,T140,Heyfield,2,0,20,1,2,22,603,257,253,291,323,336,259,289,Gippsland,7,Wellington (S),234.4,Central Gippsland Health Service (Maffra),19.60%,1.10%,16.20%,44.80%,18.40%,2.4,3.00%,2.00%,8.20%,3.60%,ANGLO SAXON AND CELTIC,84.20%,CENTRAL EUROPEAN,4.60%,assets/towns/Heyfield.jpg,"Heyfield is a town in Victoria, Australia, with a population of 1,993.[1] It is 206 kilometres (128 mi) east of Melbourne, in the Shire of Wellington local government area. Located on the Thomson River, Heyfield is a gateway to the Victorian High Country."
140,T141,Heywood,8,1,24,0,0,2,504,305,321,314,295,104,83,273,Barwon-South Western ,6,Glenelg (S),225.1,Heywood Rural Health,28.80%,1.80%,5.00%,52.60%,11.80%,2.6,2.90%,4.90%,9.10%,3.90%,ANGLO SAXON AND CELTIC,91.30%,GERMAN,2.40%,assets/towns/Heywood.jpg,"Heywood is a town on the Fitzroy River in the Australian state of Victoria. It is situated at an elevation of 27 metres amidst rolling green hills in an agricultural, pastoral and timbercutting district. Heywood is 357 kilometres (222 mi) west of Melbourne at the intersection of the Princes and Henty Highways and 27 kilometres (17 mi) north of Portland. It is on the railway line to Portland, at the junction of the presently-unused branch to Mount Gambier, South Australia. The winner of several past “Tidy Town” awards, it is often referred to as the “Jewel Of The Southwest”"
141,T142,Hopetoun,1,0,26,0,2,1,251,210,210,319,298,323,67,206,Grampians,3.1,Yarriambiack (S),186.8,Rural Northwest Health (Hopetoun),29.90%,0.00%,0.00%,38.10%,32.00%,2.3,4.70%,2.00%,3.70%,5.20%,ANGLO SAXON AND CELTIC,88.60%,GERMAN,6.90%,assets/towns/Hopetoun.jpg,"Hopetoun is a town which serves as the major service centre for the Southern Mallee area of Victoria, Australia. Hopetoun is situated 400 kilometres north-west of Melbourne on the Henty Highway in the Shire of Yarriambiack. "
142,T143,Horsham,132,39,77,3,4,2,5610,383,386,386,378,373,80,381,Grampians,31.6,Horsham (RC),491.7,Wimmera Base Hospital,43.20%,4.10%,10.30%,26.40%,16.10%,2.6,1.80%,5.90%,5.40%,3.10%,ANGLO SAXON AND CELTIC,79.60%,GERMAN,10.40%,assets/towns/Horsham.jpg,"Horsham is a regional city in the Wimmera region of western Victoria, Australia. Located on a bend in the Wimmera River, Horsham is approximately 300 kilometres (190 mi) northwest of the state capital Melbourne. It is the most populous city in Wimmera, and the main administrative centre for the Rural City of Horsham local government area. "
143,T144,Hurstbridge,3,0,12,2,1,20,1013,284,272,255,357,302,228,321,North & West Metropolitan,6.1,Nillumbik (S),538.4,The Northern Hospital,22.00%,0.00%,0.00%,62.80%,15.20%,3.2,1.20%,2.20%,3.90%,0.80%,ANGLO SAXON AND CELTIC,83.00%,GERMAN,3.50%,assets/towns/Hurstbridge.jpg,"Hurstbridge is a town in Victoria, Australia, 30 km north-east of Melbourne's Central Business District. Its local government area is the Shire of Nillumbik. "
144,T145,Indented Head,0,0,0,0,0,35,272,79,79,45,45,27,352,214,Barwon-South Western ,2.8,Greater Geelong (C),251.6,The Geelong Hospital,53.30%,0.00%,0.00%,33.70%,13.10%,2.3,0.00%,0.00%,5.00%,4.70%,ANGLO SAXON AND CELTIC,78.90%,GREEK,6.30%,assets/towns/Indented Head.jpg,"Indented Head is a small coastal township located on the Bellarine Peninsula, east of Geelong, in the Australian state of Victoria. The town lies on the coast of the Port Phillip bay between the towns of Portarlington and St Leonards."
145,T146,Inglewood,8,0,20,0,2,1,292,306,286,295,283,321,47,224,Loddon Mallee,3.5,Loddon (S),206.2,Inglewood and District Health Service,64.90%,0.00%,3.10%,9.50%,22.50%,2.3,4.70%,2.80%,7.30%,4.40%,ANGLO SAXON AND CELTIC,91.40%,GERMAN,2.00%,assets/towns/Inglewood.jpg,"Inglewood is a township in Victoria, Australia, located on the Calder Highway in the Shire of Loddon. "
146,T147,Inverleigh,1,0,1,0,1,21,190,211,211,141,141,183,243,173,Grampians,3.5,Golden Plains (S),172.7,Hesse Rural Health Service (Winchelsea),39.50%,0.00%,0.00%,41.30%,19.10%,3.1,0.00%,0.00%,4.70%,1.20%,ANGLO SAXON AND CELTIC,89.80%,GERMAN,2.70%,assets/towns/Inverleigh.jpg,"Inverleigh is a small rural township in Victoria, Australia located 28 kilometres (17 mi) west from the City of Geelong and 87 kilometres (54 mi) from the state capital, Melbourne. The town is divided between Golden Plains Shire and Surf Coast Shire."
147,T148,Inverloch,2,0,12,1,1,15,1496,258,254,253,316,291,175,343,Gippsland,6.5,Bass Coast (S),702.5,Bass Coast Regional Health,75.80%,0.60%,1.50%,5.00%,17.20%,2.5,2.90%,2.40%,4.60%,4.70%,ANGLO SAXON AND CELTIC,83.90%,GERMAN,3.60%,assets/towns/Inverloch.jpg,"Inverloch is a seaside town located in Victoria, Australia. It is located 143 kilometres (89 mi) south east of Melbourne via the South Gippsland Highway on the Bass Highway at the mouth of Anderson Inlet, in the Bass Coast Shire of Gippsland, Victoria, Australia. Known originally for the calm waters of Anderson Inlet, it is now also known for the discovery of Australia's first dinosaur bone,"
148,T149,Jamieson,0,0,1,0,1,37,43,80,80,126,126,171,359,4,Hume,0.5,Mansfield (S),181,Mansfield District Hospital,59.00%,3.70%,0.00%,9.70%,27.60%,2.1,0.00%,0.00%,15.80%,11.10%,ANGLO SAXON AND CELTIC,95.70%,FRANCO-BELGIAN,1.40%,assets/towns/Jamieson.jpg,"Jamieson is a small town in Victoria, Australia. It is located at the junction of the Goulburn River and Jamieson River, 193 kilometres (120 mi) north-east of Melbourne. The name is believed to have been derived from George Jamieson, a shepherd who grazed sheep in the area in the 1850s."
149,T150,Jeparit,1,0,14,0,1,0,183,212,212,268,263,270,5,168,Grampians,3.3,Hindmarsh (S),114.6,West Wimmera Health Service (Jeparit),19.20%,0.00%,0.00%,45.70%,35.10%,2,3.40%,5.60%,11.90%,8.30%,ANGLO SAXON AND CELTIC,77.40%,GERMAN,16.20%,assets/towns/Jeparit.jpg,"Jeparit is situated on the Wimmera River in Western Victoria, Australia, 370 kilometres (230 mi) north west of Melbourne."
150,T151,Kaniva,2,0,29,0,0,1,309,259,255,329,305,107,68,231,Grampians,3,West Wimmera (S),245,West Wimmera Health Service (Kaniva),42.20%,0.00%,9.00%,42.90%,5.90%,2.4,2.50%,2.60%,1.20%,5.20%,ANGLO SAXON AND CELTIC,88.50%,GERMAN,3.80%,assets/towns/Kaniva.jpg,"Kaniva is a town in Victoria, Australia. It is located on the Western Highway, north of Little Desert National Park, in the Shire of West Wimmera local government area. It is located roughly 25 kilometres (16 mi) east of the South Australian border and 43 kilometres (27 mi) east of Bordertown."
151,T152,Katamatite,1,0,2,0,1,21,91,213,213,168,167,200,235,78,Hume,0.8,Moira (S),267.3,Cobram District Hospital,69.60%,0.00%,0.00%,9.30%,21.10%,2.4,0.00%,0.00%,6.30%,1.80%,ANGLO SAXON AND CELTIC,91.30%,NORDIC,4.30%,assets/towns/Katamatite.jpg,"Katamatite is a rural township in Victoria, Australia about 46 kilometres north east of Shepparton.The town has an Australian rules football team competing in the Picola & District Football League. "
152,T153,Katandra West,1,0,2,0,1,24,76,214,214,169,168,201,282,48,Hume,0.8,Greater Shepparton (C),294,Goulburn Valley Health (Shepparton),56.80%,0.00%,0.00%,43.20%,0.00%,2.9,0.00%,0.00%,5.80%,3.10%,ANGLO SAXON AND CELTIC,89.50%,DUTCH,2.30%,assets/towns/Katandra West.jpg,"Katandra West is a small town in Victoria, Australia. It is located in the City of Greater Shepparton."
153,T154,Kerang,38,15,39,2,3,2,1496,364,361,359,363,362,78,342,Loddon Mallee,15.3,Gannawarra (S),257.3,Kerang District Health,25.40%,1.70%,4.40%,37.10%,31.40%,2.6,2.10%,5.40%,7.00%,4.10%,ANGLO SAXON AND CELTIC,89.80%,GERMAN,3.20%,assets/towns/Kerang.jpg,"Kerang is a rural town on the Loddon River in northern Victoria in Australia. It is the commercial centre to an irrigation district based on livestock, horticulture, lucerne and grain. It is located 279 kilometres (173 mi) north-west of Melbourne on the Murray Valley Highway a few kilometres north of its intersection with the Loddon Valley Highway, elevation 78 metres (256 ft)."
154,T155,Kialla West,0,0,0,0,1,11,61,81,81,46,46,132,135,21,Hume,0.5,Greater Shepparton (C),423.9,Goulburn Valley Health (Shepparton),65.20%,0.00%,0.00%,13.90%,20.90%,3.3,0.00%,0.00%,5.60%,1.50%,ANGLO SAXON AND CELTIC,91.70%,ITALIAN,3.80%,assets/towns/Kialla West.jpg,"Kialla West is a small town in Victoria, Australia. It is located in the City of Greater Shepparton."
155,T156,Kiewa,0,0,0,0,0,19,84,82,82,47,47,28,221,65,Hume,1.3,Indigo (S),231.5,Wodonga Hospital,8.90%,0.00%,0.00%,79.20%,12.00%,3.3,0.00%,0.00%,0.00%,0.00%,ANGLO SAXON AND CELTIC,84.70%,GERMAN,11.20%,assets/towns/Kiewa.jpg,"Kiewa is a locality in north east Victoria, Australia. The locality is in the Shire of Indigo local government area and on the Kiewa River, 343 kilometres (213 mi) north east of the state capital, Melbourne."
156,T157,Kilcunda,0,0,0,0,0,15,111,83,83,48,48,29,167,109,Gippsland,1.9,Bass Coast (S),188.5,Bass Coast Regional Health,28.10%,0.00%,0.00%,18.90%,52.90%,2.5,0.00%,0.00%,3.60%,1.10%,ANGLO SAXON AND CELTIC,85.40%,ITALIAN,6.90%,assets/towns/Kilcunda.jpg,"Kilcunda is a seaside town located 117 kilometres (73 mi) south east of Melbourne between Phillip Island and Wonthaggi near Dalyston via the South Gippsland Highway on the Bass Highway, in the Bass Coast Shire of Gippsland, Victoria, Australia. Known originally as a train station near Wonthaggi, it is now the location of a very popular swimming hole at the Bourne Creek Trestle Bridge."
157,T158,Kilmore,13,1,31,1,2,0,1496,327,323,339,342,345,19,341,Hume,10.8,Mitchell (S),539.7,Kilmore and District Hospital,62.20%,2.40%,0.10%,25.40%,9.90%,3,7.90%,2.70%,4.90%,1.20%,ANGLO SAXON AND CELTIC,82.70%,GERMAN,4.00%,assets/towns/Kilmore.jpg,"Kilmore is a town in the Australian state of Victoria. Located 60 kilometres (37 mi) north of Melbourne, it is contentiously claimed as Victoria's oldest inland settled town."
158,T159,Kinglake,2,1,9,0,0,33,493,260,310,241,239,91,343,270,Hume,5.9,Murrindindi (S),260.4,Healesville and District Hospital,31.70%,1.50%,0.00%,60.30%,6.50%,3.1,0.00%,0.00%,6.10%,0.80%,ANGLO SAXON AND CELTIC,81.70%,ITALIAN,5.60%,assets/towns/Kinglake.jpg,"Kinglake is a town in Victoria, Australia, 56 km north-east of Melbourne's Central Business District. Its local government areas are the Shires of Murrindindi and Nillumbik."
159,T160,Kinglake West-Pheasant Creek,0,0,0,0,0,38,284,84,84,49,49,30,361,219,Hume,8.4,Murrindindi (S),102,The Northern Hospital,69.50%,0.00%,1.00%,27.30%,2.20%,3.3,0.00%,0.00%,3.50%,0.00%,ANGLO SAXON AND CELTIC,81.60%,ITALIAN,6.10%,assets/towns/Kinglake West-Pheasant Creek.jpg,"Kinglake is a town in Victoria, Australia, 56 km north-east of Melbourne's Central Business District. Its local government areas are the Shires of Murrindindi and Nillumbik."
160,T161,Koondrook,1,0,2,0,1,22,353,215,215,170,169,202,257,243,Loddon Mallee,3.5,Gannawarra (S),233,Cohuna District Hospital,50.50%,2.40%,5.90%,16.00%,25.20%,2.3,0.00%,1.10%,4.50%,2.40%,ANGLO SAXON AND CELTIC,91.00%,GERMAN,2.50%,assets/towns/Koondrook.jpg,"Koondrook is a town situated on the Murray River, Victoria, Australia. The town is located in the Shire of Gannawarra local government area, 301 kilometres (187 mi) north west of the state capital, Melbourne."
161,T162,Koo-Wee-Rup,10,5,12,1,2,1,516,316,334,256,317,333,48,276,Southern Metropolitan,2.7,Cardinia (S),703.5,Kooweerup Regional Health Service,52.90%,2.70%,5.30%,21.70%,17.40%,2.7,4.00%,4.70%,4.40%,3.90%,ANGLO SAXON AND CELTIC,79.70%,ITALIAN,6.00%,assets/towns/Koo-Wee-Rup.jpg,"Koo Wee Rup is a town in Victoria, Australia, 63 km south-east of Melbourne's Central Business District, located within the Shire of Cardinia local government area. The town has an Australian Rules football team competing in the West Gippsland Football League."
162,T163,Koroit,11,8,13,0,2,15,550,319,340,264,259,317,176,281,Barwon-South Western ,3.8,Moyne (S),449.7,South West Healthcare (Warrnambool),36.10%,2.20%,4.70%,47.40%,9.60%,2.7,3.30%,3.80%,4.40%,2.60%,ANGLO SAXON AND CELTIC,90.40%,GERMAN,2.60%,assets/towns/Koroit.jpg,"Koroit is a small rural town in western Victoria, Australia a few kilometres north of the Princes Highway, 18 kilometres (11 mi) north-west of Warrnambool and 278 kilometres (173 mi) west of Melbourne. It is in the Shire of Moyne local government area located amidst rolling green pastures on the North rim of Tower Hill. "
163,T164,Korong Vale,0,0,0,0,0,34,77,85,85,50,50,31,351,49,Loddon Mallee,2.8,Loddon (S),63,Boort District Hospital,16.00%,0.00%,0.00%,79.50%,4.60%,2.3,0.00%,0.00%,23.10%,3.40%,ANGLO SAXON AND CELTIC,84.60%,FRANCO-BELGIAN,4.90%,assets/towns/Korong Vale.jpg,"Korong Vale is a town in north western Victoria. The town is in the Shire of Loddon, 232 kilometres (144 mi) north west of the state capital of Melbourne."
164,T165,Korumburra,5,1,45,2,2,0,1259,293,319,362,364,353,14,336,Gippsland,6.8,South Gippsland (S),512.9,Gippsland Southern Health Service (Korumburra),47.50%,1.20%,5.90%,29.70%,15.70%,2.5,2.50%,4.60%,6.20%,4.00%,ANGLO SAXON AND CELTIC,82.20%,ITALIAN,6.80%,assets/towns/Korumburra.jpg,"Korumburra is a town in the Australian state of Victoria. It is located on the South Gippsland Highway, 120 kilometres (75 mi) south-east of Melbourne, in the South Gippsland Shire local government area."
165,T166,Kyabram,26,6,39,2,0,1,2246,351,338,357,362,113,39,356,Loddon Mallee,10.5,Campaspe (S),569.5,Kyabram and District Health Service,56.30%,2.00%,11.30%,11.50%,18.90%,2.5,1.90%,5.00%,6.20%,4.10%,ANGLO SAXON AND CELTIC,85.20%,ITALIAN,6.00%,assets/towns/Kyabram.jpg,"Kyabram is located in the centre of a rich irrigation district in the Goulburn River Valley, in the Australian state of Victoria, 200 kilometres (120 mi) north of Melbourne. Kyabram, the second-largest town in the Shire of Campaspe, is situated between the towns of Echuca and Shepparton and is close to the Murray River, Goulburn River, Campaspe River and Waranga Basin."
166,T167,Kyneton,51,14,47,1,2,1,1651,368,356,365,354,352,66,347,Loddon Mallee,9.5,Macedon Ranges (S),484,Kyneton District Health Service,41.50%,2.30%,4.10%,30.90%,21.20%,2.6,3.40%,4.70%,6.40%,3.50%,ANGLO SAXON AND CELTIC,85.50%,GERMAN,3.70%,assets/towns/Kyneton.jpg,"Kyneton is a town in the Macedon Ranges region of Victoria, Australia. The Calder Freeway bypasses Kyneton to the north and east. The town was named after the English village of Kineton, Warwickshire."
167,T168,Lake Boga,0,0,2,0,1,16,300,86,86,154,154,190,184,226,Loddon Mallee,12.1,Swan Hill (RC),65,Swan Hill District Hospital (Swan Hill),7.30%,0.30%,0.00%,6.10%,86.30%,2.5,0.40%,1.70%,4.00%,3.30%,ANGLO SAXON AND CELTIC,84.70%,ITALIAN,4.50%,assets/towns/Lake Boga.jpg,"Lake Boga is a town in Victoria, Australia, located next to the lake of the same name. It is situated within the Rural City of Swan Hill within the Mallee region of north-west Victoria."
168,T169,Lake Bolac,2,0,18,0,0,26,98,261,256,283,274,99,294,88,Grampians,5.5,Ararat (RC),35.8,East Grampians Health Service (Willaura),25.70%,0.00%,0.00%,50.50%,23.80%,2.2,0.00%,7.30%,0.00%,3.70%,ANGLO SAXON AND CELTIC,85.20%,DUTCH,7.40%,assets/towns/Lake Bolac.jpg,"Lake Bolac is a town in the Western District region of Victoria, Australia, in the Rural City of Ararat, 91 kilometres (57 mi) west of Ballarat. The town is on the shores of Lake Bolac, a freshwater lake popular with anglers. The Glenelg Highway passes through the town. Lake Bolac Post Office opened on 1 November 1864."
169,T170,Lake Tyers Beach,0,0,0,0,0,49,206,87,87,51,51,32,384,183,Gippsland,1.2,East Gippsland (S),550.5,Bairnsdale Regional Health Service,50.20%,0.00%,0.00%,1.20%,48.60%,2.8,0.00%,0.00%,5.40%,2.30%,ANGLO SAXON AND CELTIC,85.20%,DUTCH,2.90%,assets/towns/Lake Tyers Beach.jpg,"Only a short drive from Lakes Entrance, Lake Tyers Beach is a great place to relax or enjoy the many outdoor activities that East Gippsland has to offer. Surf or learn how to, at the region’s most renowned surfing spot, Red Bluff. Go boating on the lake, explore the isolated beaches and lakeshores, or spot wildlife on one of the region’s walking trails. Lake Tyers is a popular fishing spot with plentiful supplies of prawns, crabs, flathead and bream; an annual bream fishing competition is held here each Easter. And if you don’t catch your own, you can always find fresh fish and chips on the menu at the local hotel."
170,T171,Lakes Entrance,56,16,32,0,2,41,2210,373,364,342,309,330,370,354,Gippsland,14.7,East Gippsland (S),412.6,Bairnsdale Regional Health Service,46.10%,2.00%,0.60%,23.70%,27.60%,2.5,2.00%,6.50%,7.60%,3.40%,ANGLO SAXON AND CELTIC,84.70%,ITALIAN,4.10%,assets/towns/Lakes Entrance.jpg,"Lakes Entrance is a seaside resort and fishing port in eastern Victoria, Australia. It is situated approximately 320 kilometres (200 mi) east of Melbourne, near a managed, artificial channel connecting the Gippsland Lakes to Bass Strait."
171,T172,Lancefield,0,0,7,0,2,22,435,88,88,225,224,311,261,259,Loddon Mallee,3.6,Macedon Ranges (S),346.7,Kilmore and District Hospital,63.40%,1.60%,0.00%,20.00%,15.00%,2.8,1.30%,0.00%,5.90%,1.50%,ANGLO SAXON AND CELTIC,85.20%,ITALIAN,4.30%,assets/towns/Lancefield.jpg,"Lancefield is a town in the Shire of Macedon Ranges local government area in Victoria, Australia 69 kilometres (43 mi) north of the state capital Melbourne."
172,T173,Lang Lang,0,0,3,0,1,11,335,89,89,185,184,216,130,241,Southern Metropolitan,3.4,Cardinia (S),311.2,Kooweerup Regional Health Service,38.00%,1.10%,5.00%,41.70%,14.10%,2.8,0.00%,3.30%,3.70%,3.30%,ANGLO SAXON AND CELTIC,82.60%,GERMAN,4.50%,assets/towns/Lang Lang.jpg,"Lang Lang is a town in Victoria, Australia, 73 km south-east of Melbourne's Central Business District, located within the Shires of Bass Coast, Cardinia and South Gippsland local government areas."
173,T174,Lara,21,7,17,1,3,17,3593,341,339,280,320,356,203,367,Barwon-South Western ,14.5,Greater Geelong (C),831.2,The Geelong Hospital,38.20%,0.50%,0.40%,43.20%,17.70%,3,0.90%,0.50%,4.30%,1.40%,ANGLO SAXON AND CELTIC,78.80%,GERMAN,3.90%,assets/towns/Lara.jpg,"Lara is a small town north of the City of Greater Geelong, 18 km north-east of the Geelong CBD, inland from the Princes Freeway to Melbourne."
174,T175,Launching Place,1,0,2,0,1,22,532,216,216,171,170,203,253,277,Eastern Metropolitan,1.6,Yarra Ranges (S),1021.3,Healesville and District Hospital,0.00%,0.10%,0.00%,85.80%,14.10%,3,0.00%,0.80%,4.30%,0.70%,ANGLO SAXON AND CELTIC,83.50%,GERMAN,4.00%,assets/towns/Launching Place.jpg,"Launching Place is a town in Victoria, Australia, 54 km east of Melbourne's central business district. Its local government area is the Shire of Yarra Ranges."
175,T176,Learmonth,0,0,5,0,1,18,110,90,90,202,201,227,208,108,Grampians,1.5,Ballarat (C),202,Creswick District Hospital,50.40%,0.00%,0.00%,31.70%,17.90%,2.6,5.00%,0.00%,6.10%,2.70%,ANGLO SAXON AND CELTIC,74.80%,CENTRAL EUROPEAN,10.70%,assets/towns/Learmonth.jpg,"Learmonth is a picturesque township, located in Central Victoria, Australia, 136 kilometres (85 mi) west of the state capital Melbourne, and 23 km North West of the regional city centre of Ballarat. Learmonth is located on the Sunraysia Highway, on the road to Avoca, St Arnaud and the Pyrenees wine region, and is surrounded by an agricultural, pastoral and dairy region."
176,T177,Leitchville,1,0,4,0,1,16,112,217,217,194,193,222,193,114,Loddon Mallee,1.1,Gannawarra (S),255.4,Cohuna District Hospital,43.00%,0.00%,0.00%,53.60%,3.50%,2.5,0.00%,0.00%,0.00%,3.90%,ANGLO SAXON AND CELTIC,76.50%,GERMAN,16.50%,assets/towns/Leitchville.jpg,"Leitchville is a town in northern Victoria, Australia. The town is in the Shire of Gannawarra local government area, 262  kilometres from the state capital, Melbourne."
177,T178,Leongatha,53,23,46,1,2,1,1760,370,376,364,353,351,65,350,Gippsland,7.5,South Gippsland (S),674.8,Gippsland Southern Health Service (Leongatha),53.80%,2.60%,4.00%,25.40%,14.20%,2.6,1.70%,3.40%,2.70%,4.40%,ANGLO SAXON AND CELTIC,84.30%,DUTCH,3.90%,assets/towns/Leongatha.jpg,"Leongatha is a town in the foothills of the Strzelecki Ranges, South Gippsland Shire, Victoria, Australia, located 135 kilometres (84 mi) south-east of Melbourne. The town is the civic, commercial, industrial, religious, educational and sporting centre of the region."
